DTL_ADRES,XCORD,LO,CHCK_MATTER_WKEND_HDAY_OPN_AT,WKEND_HDAY_OPER_BEGIN_TIME,MODF_TIME,ARCD,WKDAY_OPER_BEGIN_TIME,YEAR,USE_PSBL_NMPR,CHCK_MATTER_NIGHT_OPN_AT,RSTR_NM,WKEND_HDAY_OPER_END_TIME,CHCK_MATTER_STAYNG_PSBL_AT,MNGDPT_CD,COLR_HOLD_ARCNDTN,OPER_END_DE,RN_DTL_ADRES,OPER_BEGIN_DE,FCLTY_OPRN_AT,INPT_TIME,DTL_POSITION,WKDAY_OPER_END_TIME,FCLTY_SCLAS,COLR_HOLD_ELEFN,AR,YCORD,USE_AT,LA,RSTR_FCLTY_NO,RM,FCLTY_TY
"319-2",,126.6965491,,,"2025-05-02 10:54:00.000","2823769000","0900","2025",100,,"신성새마을금고본점",,,"3540042",2,"20230930","인천광역시 부평구 배곶남로6번길 41","20230520","Y","2021-01-31 17:11:45.000",,"1600","001",0,330,,"Y",37.4724606,28237084,,"004"
"1889-4",,126.5636989,"N","0900","2025-05-12 12:57:06.000","2811062200","0900","2025",35,"N","영종하늘도서관","1800","N","3490218",2,"20240930","인천광역시 중구 하늘중앙로 132 (중산동)","20240624","Y","2023-08-10 17:35:24.000",,"1800","002",0,118,,"Y",37.4947477,2811000022,,"001"
"고구리 1266-1 고구2리노인정",,126.2847546,"N","0900","2024-05-10 19:49:56.000","2871040000","0900","2025",60,"N","고구2리경로당","1800","N","3570171",1,"20241015","인천광역시 강화군 교동면 교동동로438번길 27 , 고구2리노인정","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,331,,"Y",37.7909616,28710204,,"003"
"삼선리 235 삼선1리복지회관",,126.2674912,"N","0900","2024-05-10 19:49:56.000","2871040000","0900","2025",42,"N","삼선1리경로당","1800","N","3570171",1,"20241015","인천광역시 강화군 교동면 교동북로170번길 7 , 삼선1리복지회관","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,164,,"Y",37.7942201,28710205,,"003"
"1869-0",,126.7298377,"N",,"2024-06-09 18:37:19.000","4139059200","0900","2025",24,"N","주공3단지아파트경로당",,"N","4010322",1,"20240930","경기도 시흥시 옥구천동로374번길 7 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"1800","001",3,90,,"Y",37.354714,41390184,,"003"
"1394-2",,126.7364573,"N",,"2024-06-09 18:37:19.000","4139059200","0900","2025",20,"N","영남4단지아파트경로당",,"N","4010322",1,"20240930","경기도 시흥시 정왕신길로139번길 14 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"1800","001",1,90,,"Y",37.3534177,41390185,,"003"
"1850-0",,126.7266619,"N",,"2024-06-09 18:37:19.000","4139059200","0900","2025",22,"N","요진아파트경로당",,"N","4010322",1,"20240930","경기도 시흥시 중심상가로 73 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"1800","001",2,60,,"Y",37.3514476,41390186,,"003"
"1846-0",,126.7315865,"N",,"2024-06-09 18:37:19.000","4139059200","0900","2025",26,"N","계룡1차아파트경로당",,"N","4010322",1,"20240930","경기도 시흥시 중심상가로 125 (정왕동, 계룡1차아파트)","20240520","Y","2021-03-30 10:02:02.000",,"1800","001",3,160,,"Y",37.3485905,41390187,,"003"
"1871-5",,126.7309266,"N",,"2024-06-09 18:37:19.000","4139059200","0900","2025",23,"N","건영4차아파트경로당",,"N","4010322",1,"20240930","경기도 시흥시 정왕대로143번길 11 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"1800","001",2,160,,"Y",37.3512685,41390188,,"003"
"260-5 동아아파트 경로당",,126.711193,"N",,"2024-07-24 13:56:13.000","2820051000","1200","2025",20,"N","동아A경로당",,"N","3530199",2,"20230930","인천광역시 남동구 인주대로676번길 22 , 경로당 (구월동, 동아아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1600","001",4,83,,"Y",37.448127,28200002,,"003"
"258-0",,126.7097104,"N",,"2024-07-24 13:56:13.000","2820051000","1200","2025",30,"N","팬더A경로당",,"N","3530199",1,"20230930","인천광역시 남동구 성리로 50 (구월동)","20230520","Y","2021-03-08 09:03:04.000",,"1600","001",5,135.53,,"Y",37.4480311,28200003,,"003"
"5-4",,126.7164056,"N","0900","2025-04-29 17:04:00.000","4148032000","0900","2025",45,"N","법흥3리경로당","1800","N","4060513",1,"20240930","경기도 파주시 탄현면소리개길 246","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",2,97,,"Y",37.7901315,41480136,,"003"
"1789-0",,126.6983157,"N","0900","2025-04-29 17:04:08.000","4148032000","0900","2025",90,"N","유승1단지경로당","1800","N","4060513",1,"20240930","경기도 파주시 탄현면하늘소로 16","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",2,86,,"Y",37.7753141,41480137,,"003"
"1787-0",,126.7005443,"N","0900","2025-04-29 17:04:14.000","4148032000","0900","2025",40,"N","유승2단지경로당","1800","N","4060513",1,"20240930","경기도 파주시 탄현면사슴벌레로 45","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",2,54,,"Y",37.775899,41480138,,"003"
"762-0",,126.494916,"Y","0900","2024-09-06 13:51:22.000","2871025000","0900","2025",43,"Y","대산1리경로당","1800",,"3570171",1,"20241015","인천광역시 강화군 강화읍대산길 174 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,222.49,,"Y",37.773194,28710014,,"003"
"962-0",,126.487642,"Y","0900","2024-09-06 13:54:57.000","2871025000","0900","2025",50,"Y","대산2리경로당","1800",,"3570171",1,"20241015","인천광역시 강화군 강화읍대산길51번길 3","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,205.58,,"Y",37.765211,28710015,,"003"
"164-1",,126.484088,"Y","0900","2024-09-06 13:59:44.000","2871025000","0900","2025",21,"Y","남산1리(선화)경로당","1800",,"3570171",1,"20241015","인천광역시 강화군 강화읍부조고개길56번길 14","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,184,,"Y",37.739624,28710016,,"003"
"623-0",,126.478617,"Y","0900","2024-09-06 14:05:50.000","2871025000","0900","2025",30,"Y","신문5리경로당","1800",,"3570171",1,"20241015","인천광역시 강화군 강화읍향나무길22번길 10","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",3,72,,"Y",37.746498,28710017,,"003"
"2265-0",,126.7507252,"N",,"2025-05-13 09:16:16.000","4128757000","1300","2025",20,"N","장촌경로당",,"N","3940437",1,"20240930","경기도 고양시 일산서구 호수로838번길 55-7","20240520","Y","2021-05-18 09:59:17.000",,"1700","001",2,100.98,,"Y",37.6721547,4128700034,,"003"
"451-1",926637.268861,126.6708743,,,"2025-05-12 13:55:13.000","2818576600","1800","2025",4,,"시대어린이공원정자",,,"3520222",,,"인천광역시 연수구 벚꽃로 24 (청학동)",,"Y","2023-04-25 20:07:07.000",,"2400","001",,16,1936262.225555,"Y",37.422602,2818500075,,"002"
"533-1",928479.376573,126.6917235,,,"2025-05-12 13:42:04.000","2818576300","1800","2025",4,,"연일공원정자7",,,"3520222",,,"인천광역시 연수구 함박뫼로 231 (연수동)",,"Y","2023-05-01 20:44:53.000",,"2400","001",,16,1935931.478462,"Y",37.4197652,2818500147,,"002"
"56-77",,126.6426604,"N",,"2025-05-15 09:50:42.000","2814059000","0900","2025",100,"N","송림2동행정복지센터",,"N","3500144",3,"20231231","인천광역시 동구 안송로6번길 5","20210701","Y","2021-03-16 17:57:05.000",,"1800","001",5,350,,"Y",37.4758115,28140029,,"001"
"30-7",,126.625194,"N",,"2025-05-15 09:48:21.000","2814051000","0900","2025",10,"N","동구한마음종합복지관",,"N","3500144",1,"20991231","인천광역시 동구 만석로 53 (만석동)","20240520","Y","2024-01-12 14:38:17.000",,"1800","002",0,33,,"Y",37.4816822,2814000069,,"001"
"1123-0",,126.7304957,"N",,"2024-11-19 13:48:16.000","2820056000","0900","2025",25,"N","하우스토리만수경로당",,"N","3530199",1,"20240930","인천광역시 남동구 구월로372번길 90 (만수동, 하우스토리 만수)","20240520","Y","2024-05-09 11:20:47.000",,"1700","001",1,83,,"Y",37.4508581,2820000271,,"003"
"732-1",931698.267929,126.7283008,,,"2024-10-30 16:22:10.000","2820071000","0900","2025",20,,"논현힐스테이트경로당",,,"3530199",1,"20240930","인천광역시 남동구 논고개로68번길 49 (논현동, 인천 논현 힐스테이트)","20240520","Y","2024-05-09 11:31:55.000",,"1700","001",1,152,1933739.487974,"Y",37.400252,2820000273,,"003"
"2-68",,126.653223,"N",,"2025-05-14 17:58:29.000","2814061000","0900","2025",40,"N","송림4동경로당",,"N","3500144",1,"20991231","인천광역시 동구 봉수대로8번길 3 (송림동)","20240520","Y","2024-04-18 20:55:19.000",,"1800","001",2,77.04,,"Y",37.4787279,2814000070,,"003"
"545 현대모닝사이드 아파트",,126.745224,"N","1300","2024-07-24 13:56:14.000","2820065500","0900","2025",40,"N","현대모닝사이드아파트경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 매소홀로 1103 (서창동, 현대모닝사이드 아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,248,,"Y",37.438908,28200138,,"003"
"540 서해그랑블아파트",,126.747836,"N","1300","2024-07-24 13:56:14.000","2820065500","0900","2025",20,"N","서창서해그랑블아파트","1700","N","3530199",1,"20230930","인천광역시 남동구 독곡로48번길 9 (서창동, 서해그랑블아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,64,,"Y",37.434061,28200139,,"003"
"6872-5",,126.623714,"N",,"2025-04-30 16:14:16.000","4157057000","0900","2025",59,"N","구래동행정복지센터",,"N","4090449",4,"20230930","경기도 김포시 김포한강9로115번길 25 (구래동)","20230520","Y","2023-06-13 21:34:02.000",,"1800","001",0,194,,"Y",37.6464568,4157000166,,"001"
"1132",926061.683438,126.664536,,,"2025-05-13 10:24:04.000","2818578000","1800","2025",4,,"동춘1근린공원정자3",,,"3520222",,,"인천광역시 연수구 봉재산로 58",,"Y","2023-05-10 13:27:15.000",,"2400","001",,16,1934516.57808,"Y",37.406822,2818500227,,"002"
"541-2",927333.000991,126.6787469,,,"2025-05-12 13:11:55.000","2818576100","1800","2025",4,,"문남공원정자9",,,"3520222",,,"인천광역시 연수구 새말로55번길 37 (연수동)",,"Y","2023-05-01 20:11:57.000",,"2400","001",,16,1936156.936719,"Y",37.421708,2818500118,,"002"
"348-0",929083.612787,126.6985524,,,"2025-05-12 13:05:32.000","2818575000","1800","2025",4,,"승기공원정자3",,,"3520222",,,"인천광역시 연수구 선학로 16 (선학동)",,"Y","2023-05-01 21:01:15.000",,"2400","001",,16,1935922.538741,"Y",37.4197311,2818500163,,"002"
"1145",926222.454922,126.66638,,,"2025-05-13 10:22:43.000","2818578000","1800","2025",4,,"동춘2근린공원정자3",,,"3520222",,,"인천광역시 연수구 봉재산로 108",,"Y","2023-05-10 13:30:34.000",,"2400","001",,16,1934361.260984,"Y",37.405434,2818500231,,"002"
"614-10",,126.6319184,"N","0900","2025-04-30 16:18:18.000","4157057500","1300","2025",76,"N","솔터마을3단지경로당","2000","N","4090449",4,"20240930","경기도 김포시 김포한강8로 333 (마산동, 김포한강엘에이치솔터마을3단지)","20240520","Y","2023-06-13 21:38:46.000",,"1700","001",0,250,,"Y",37.6420257,4157000168,,"003"
"789-1",,126.675583,"N","0900","2025-04-30 15:34:49.000","4157058000","1300","2025",43,"N","제촌경로당","1800","N","4090449",4,"20230930","경기도 김포시 운양로 88-4 (운양동)","20230520","Y","2023-06-13 21:44:39.000",,"1700","001",3,184,,"Y",37.6595081,4157000171,,"003"
"삼선리 450-2 삼선2리복지회관",,126.261507,"N","0900","2024-05-10 19:49:56.000","2871040000","0900","2025",50,"N","삼선2리(곡암)경로당","1800","Y","3570171",1,"20241015","인천광역시 강화군 교동면 교동북로 222 , 삼선2리복지회관","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,175,,"Y",37.7959428,28710206,,"003"
"삼선리 359-1 삼선2리선암노인회",,126.2617897,"N","0900","2024-05-10 19:49:56.000","2871040000","0900","2025",32,"N","삼선2리(선암)경로당","1800","N","3570171",1,"20241015","인천광역시 강화군 교동면 교동북로200번길 59 , 삼선2리선암노인회","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,93,,"Y",37.8001305,28710207,,"003"
"인사리 300 인사리복지회관",,126.2603702,"N","0900","2024-05-10 19:49:56.000","2871040000","0900","2025",55,"N","인사리경로당","1800","N","3570171",1,"20241015","인천광역시 강화군 교동면 교동북로 422 , 인사리복지회관","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,165,,"Y",37.8121933,28710208,,"003"
"인사리 638-1",,126.265267,"N","0900","2024-05-10 19:49:56.000","2871040000","0900","2025",39,"N","인사리(인현)경로당","1800","N","3570171",1,"20241015","인천광역시 강화군 교동면 교동북로 471","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,82,,"Y",37.8143119,28710209,,"003"
"221-0",,126.724973,"N",,"2024-06-09 18:38:40.000","4139059700","1000","2025",10,"N","배곧C2호반써밋플레이스경로당",,"N","4010322",1,"20240930","경기도 시흥시 서울대학로264번길 12 (배곧동, 시흥배곧 C2블럭 호반 써밋플레이스 아파트)","20240520","Y","2023-07-10 20:16:00.000",,"1600","001",1,100,,"Y",37.368229,4139000380,,"003"
"12-17",,126.734687,,,"2025-05-02 09:34:40.000","2823766100","0900","2025",38,,"부개3동행정복지센터",,,"3540039",1,"20230930","인천광역시 부평구 길주남로 117","20230520","Y","2021-01-31 17:11:45.000",,"1800","001",0,155.1,,"Y",37.504291,28237075,,"001"
"110-8",,126.746926,,,"2025-05-02 09:35:35.000","2823767000","0900","2025",50,,"일신동행정복지센터",,,"3540040",5,"20240930","인천광역시 부평구 경인로1148번길 6","20240520","Y","2021-01-31 17:11:45.000",,"1800","001",0,300,,"Y",37.484527,28237076,,"001"
"620-0",,126.6915663,"Y",,"2025-05-02 09:37:27.000","2823768000","0600","2025",60,,"열우물경기장(1층로비)",,,"B551935",1,"20230930","인천광역시 부평구 열우물로 164","20230520","Y","2021-01-31 17:11:45.000",,"2200","002",0,300,,"Y",37.479751,28237078,,"001"
"279-20",,126.6962211,,,"2025-05-02 09:38:19.000","2823768000","0900","2025",50,,"십정1동행정복지센터",,,"3540041",2,"20230930","인천광역시 부평구 열우물로 103","20230520","Y","2021-01-31 17:11:45.000",,"1800","001",4,367,,"Y",37.475752,28237079,,"001"
"608-4",,126.702383,"N","1300","2025-05-02 13:54:55.000","2823768000","1000","2025",41,,"뜨란채아파트경로당","1700",,"3540041",1,"20230930","인천광역시 부평구 이규보로 79","20230520","Y","2021-01-31 17:11:45.000",,"1700","001",2,167,,"Y",37.479613,28237080,,"003"
"1551-0",,126.7134878,"N",,"2024-11-19 13:45:28.000","2820051000","0900","2025",38,"N","구월아시아드선수촌7단지경로당",,"N","3530199",1,"20241120","인천광역시 남동구 선수촌로 7 (구월동, 구월아시아드선수촌7단지)","20240520","Y","2024-04-11 21:26:05.000",,"1700","001",1,117,,"Y",37.4400325,2820000270,,"003"
"난정리 1335 난정2리복지회관",,126.2408716,"N","0900","2024-05-10 19:49:56.000","2871040000","0900","2025",30,"N","난정2리경로당","1800","N","3570171",1,"20241015","인천광역시 강화군 교동면 교동서로378번길 22-1, 난정2리복지회관","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,165,,"Y",37.7705682,28710213,,"003"
"1269-2",,126.2374337,"N","0900","2024-05-10 19:49:56.000","2871040000","0900","2025",25,"N","난정2리(월정)경로당","1800","N","3570171",1,"20241015","인천광역시 강화군 교동면 교동서로378번길 56-7 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,60,,"Y",37.7706427,28710214,,"003"
"서한리 255-2 서한복지회관",,126.2191549,"N","0900","2024-05-10 19:49:56.000","2871040000","0900","2025",58,"N","서한리경로당","1800","N","3570171",1,"20241015","인천광역시 강화군 교동면 교동서로412번길 250 , 서한복지회관","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,142,,"Y",37.7649167,28710215,,"003"
"444-1",,126.235493,"Y","0900","2024-08-27 17:48:22.000","2871040000","0900","2025",56,"Y","동산리경로당","1800","Y","3570171",1,"20241015","인천광역시 강화군 교동면교동서로 502","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,172,,"Y",37.760469,28710216,,"003"
"양갑리 277-3 양갑리복지회관",,126.2514726,"N","0900","2024-05-10 19:49:56.000","2871040000","0900","2025",64,"N","양갑리경로당","1800","N","3570171",1,"20241015","인천광역시 강화군 교동면 교동서로 264 , 양갑리복지회관","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,132,,"Y",37.7739464,28710217,,"003"
"569-1",,126.710166,"Y","1000","2025-05-02 13:11:15.000","2823753000","1000","2025",37,,"장수경로당","1700",,"3540024",1,"20230930","인천광역시 부평구 백운로 14","20230520","Y","2021-01-31 17:11:45.000",,"1700","001",2,148,,"Y",37.48132,28237015,"주말, 공휴일 탄력적 운영","003"
"434-3",,126.7250091,,,"2025-05-01 17:12:03.000","2823754000","0900","2025",41,,"부평4동행정복지센터",,,"3540025",40,"20240930","인천광역시 부평구 주부토로 65","20240520","Y","2021-01-31 17:11:45.000",,"1800","001",10,267.3,,"Y",37.5007766,28237019,,"001"
"1139-9",926584.455473,126.6676399,,"0900","2025-04-30 16:37:25.000","4157058000","1300","2025",35,,"발산마을회관","1800",,"4090449",1,"20230930","경기도 김포시 김포대로1518번길 30 (운양동)","20230520","Y","2023-06-13 21:42:52.000",,"1700","002",2,117,1962627.470187,"Y",37.6602186,4157000170,,"001"
"205-1",,126.7088864,"N",,"2024-07-24 13:56:13.000","2820054000","0900","2025",52,"N","신한은행간석동지점",,"N","3530199",12,"20230930","인천광역시 남동구 남동대로 880 (간석동)","20230620","Y","2023-06-23 11:13:36.000",,"1500","001",0,473.75,,"Y",37.4609258,2820000257,,"004"
"34-24",929473.039407,126.701881,"Y",,"2025-05-02 13:35:41.000","2823759100","0900","2025",25,,"청천1동분회경로당",,,"3540032",1,"20230930","인천광역시 부평구 산청로 129 (청천동)","20230520","Y","2021-08-20 10:47:08.000",,"1700","001",1,88.46,1947116.539985,"Y",37.5206506,2823700119,"주말, 공휴일 탄력적 운영
폭염 특보 시 누구나 이용가능","003"
"162-0",,126.733464,"N",,"2024-06-09 18:38:15.000","4139059600",,"2025",700,"N","배곧도서관",,"N","4010322",3,"20240930","경기도 시흥시 배곧4로 102 (배곧동)","20240520","Y","2021-10-20 15:51:08.000",,,"002",3,3896,,"Y",37.3735336,4139000329,,"001"
"941-1",,126.6732583,"N","0900","2025-04-30 15:34:10.000","4157058000","1300","2025",32,"N","대촌경로당","1800","N","4090449",2,"20230930","경기도 김포시 운양로63번길 2 (운양동)","20230520","Y","2023-06-13 21:46:18.000",,"1700","001",2,132,,"Y",37.6609663,4157000172,,"003"
